EMPID,AGE,GRADE,Distance_From_Home_KM,TENURE_YRS,Grade_Numeric,Age_Tenure_Factor,Dist_Bin,Status,Resignation_Month_No,Resignation_Month_Name,Grade_Code,ZONE,MAIN_GROUP,Work_Location,Home_Location,Home_State,Office_State,RF_Probability,Regression_Probability,Attrition_Risk_Percentage,Risk_Level,ER manager ID
959182,49,CM,1878,6.0,8,294.0,3,Active,,,3,West,Retail Banking Group,Mumbai,Uttar Pradesh,Tamil Nadu,Gujarat,0,1.2,51.19,Medium,5555
455782,45,CM,999,6.3,8,283.5,3,Active,,,3,South,Retail Banking Group,Chennai,Uttar Pradesh,Karnataka,Gujarat,0,0.62,50.87,Medium,1111
350032,40,MMII,1765,9.1,7,364.0,3,Active,,,7,North,Retail Banking Group,New Delhi,Gujarat,Uttar Pradesh,Uttar Pradesh,0,2.29,42.73,Medium,1111
638021,36,CM,832,6.6,8,237.6,3,Active,,,3,West,Retail Banking Group,Mumbai,Uttar Pradesh,Delhi,Tamil Nadu,0,0.62,37.93,Low,3333
335732,37,CM,910,9.4,8,347.8,3,Active,,,3,East,Retail Banking Group,Kolkata,Karnataka,Delhi,West Bengal,0,0.82,24.29,Low,2222
681619,44,CM,194,8.1,8,356.4,2,Active,,,3,East,Wholesale Banking,Kolkata,Maharashtra,West Bengal,Gujarat,0,0.38,36.22,Low,5555
684170,53,DMI,937,2.8,4,148.4,3,Active,,,4,South,Retail Banking Group,Chennai,Uttar Pradesh,Gujarat,Uttar Pradesh,0,1.94,47.83,Medium,6666
757216,35,AMII,870,7.4,3,259.0,3,Active,,,2,West,Retail Banking Group,Mumbai,Uttar Pradesh,Uttar Pradesh,Gujarat,8,4.8,66.44,Medium,7777
302426,39,MMII,1270,8.2,7,319.8,3,Active,,,7,North,Retail Banking Group,New Delhi,Delhi,West Bengal,Tamil Nadu,0,1.45,37.74,Low,4444
193195,30,ALT,24,14.3,9,429.0,1,Active,,,0,East,Retail Banking Group,Kolkata,Delhi,Maharashtra,Delhi,0,0.43,33.94,Low,7777
325640,37,CM,173,7.4,8,273.8,2,Active,,,3,West,Retail Banking Group,Mumbai,Tamil Nadu,Gujarat,Uttar Pradesh,0,0.38,37.41,Low,8888
703269,39,MMII,1035,8.3,7,323.7,3,Active,,,7,West,Transaction Banking,Mumbai,West Bengal,Maharashtra,Delhi,0,1.2,22.39,Low,1111
445958,34,AMI,764,1.1,2,37.400000000000006,3,Active,,,1,South,Operations Group,Chennai,Karnataka,Uttar Pradesh,West Bengal,0,4.02,32.07,Low,6666
750586,56,AMII,795,4.6,3,257.6,3,Active,,,2,East,Retail Banking Group,Kolkata,Uttar Pradesh,Karnataka,Telangana,72,2.81,70.2,High,8888
742673,26,AMI,897,4.8,2,124.8,3,Active,,,1,East,Retail Banking Group,Kolkata,Uttar Pradesh,Tamil Nadu,Delhi,0,6.51,43.25,Medium,5555
542389,25,MMII,158,6.9,7,172.5,2,Active,,,7,North,Retail Banking Group,New Delhi,Maharashtra,West Bengal,Gujarat,0,0.62,11.61,Low,4444
766398,27,ALT,100,14.1,9,380.7,2,Active,,,0,East,Retail Banking Group,Kolkata,Tamil Nadu,Gujarat,Telangana,0,0.47,8.57,Low,2222
246651,33,AMII,1334,3.5,3,115.5,3,Active,,,2,North,Retail Banking Group,New Delhi,West Bengal,Karnataka,Maharashtra,19,5.27,53.91,Medium,6666
847482,46,AMI,1506,3.4,2,156.4,3,Active,,,1,East,Transaction Banking,Kolkata,Tamil Nadu,West Bengal,West Bengal,0,7.41,47.93,Medium,6666
848469,32,MMI,1559,7.2,6,230.4,3,Active,,,6,South,Retail Banking Group,Chennai,Gujarat,Telangana,Delhi,0,2.72,38.72,Low,1111
368754,32,MMI,1345,1.1,6,35.2,3,Active,,,6,East,Credit,Kolkata,West Bengal,Uttar Pradesh,West Bengal,0,1.42,31.87,Low,9999
225009,43,MMII,367,9.2,7,395.6,3,Active,,,7,North,Retail Banking Group,New Delhi,Uttar Pradesh,Gujarat,Karnataka,0,0.71,14.52,Low,6666
942532,25,MMI,1840,5.5,6,137.5,3,Active,,,6,North,Credit,New Delhi,Uttar Pradesh,Karnataka,Uttar Pradesh,0,3.26,36.83,Low,3333
882939,56,DMI,230,1.1,4,61.60000000000001,3,Active,,,4,South,Operations Group,Chennai,West Bengal,Maharashtra,Maharashtra,0,0.91,24.97,Low,4444
960784,51,DMII,1316,0.3,5,15.3,3,Active,,,5,East,Retail Banking Group,Kolkata,Uttar Pradesh,Maharashtra,West Bengal,0,1.51,22.87,Low,4444
883545,38,SO,999,1.1,1,41.8,3,Active,,,8,East,Wholesale Banking,Kolkata,Karnataka,Gujarat,Gujarat,0,6.7,32.73,Low,3333
626883,39,SO,42,0.6,1,183.3,1,Active,,,8,South,Retail Banking Group,Chennai,West Bengal,Telangana,Karnataka,0,2.98,23.35,Low,3333
239917,32,DMI,1727,2.8,4,89.6,3,Active,,,4,East,Retail Banking Group,Kolkata,Tamil Nadu,Telangana,Gujarat,0,4.74,44.13,Medium,3333
376515,32,ALT,1158,11.4,9,364.8,3,Active,,,0,East,Credit,Kolkata,West Bengal,Maharashtra,Karnataka,0,0.85,41.39,Medium,4444
984678,30,MMII,1481,9.0,7,270.0,3,Active,,,7,North,Retail Banking Group,New Delhi,Uttar Pradesh,Uttar Pradesh,Tamil Nadu,0,2.05,52.29,Medium,7777
606888,42,DMI,1891,3.6,4,151.2,3,Active,,,4,East,Retail Banking Group,Kolkata,Karnataka,Karnataka,Delhi,0,5.08,30.29,Low,4444
794486,45,AMI,1684,1.2,2,54.0,3,Active,,,1,East,Retail Banking Group,Kolkata,Karnataka,Telangana,Delhi,0,7.3,25.72,Low,9999
859857,52,DMII,634,2.2,5,114.4,3,Active,,,5,South,Retail Banking Group,Chennai,Gujarat,West Bengal,Uttar Pradesh,0,0.99,38.38,Low,1111
145419,22,SO,1817,0.3,1,173.8,3,Active,,,8,South,Transaction Banking,Chennai,Tamil Nadu,Telangana,Delhi,0,14.0,48.6,Medium,8888
582393,56,DMII,391,5.7,5,319.2,3,Active,,,5,West,Retail Banking Group,Mumbai,Delhi,Telangana,Tamil Nadu,0,1.02,33.87,Low,7777
608483,37,SO,1334,0.4,1,284.9,3,Active,,,8,North,Retail Banking Group,New Delhi,Delhi,Uttar Pradesh,Gujarat,0,8.32,47.25,Medium,2222
270269,31,MMII,571,8.2,7,254.2,3,Active,,,7,East,Retail Banking Group,Kolkata,West Bengal,Telangana,West Bengal,0,0.9,45.12,Medium,8888
700634,55,SO,559,0.3,1,313.5,3,Active,,,8,East,Retail Banking Group,Kolkata,Gujarat,Karnataka,Delhi,0,3.63,43.12,Medium,1111
723573,27,ALT,914,10.1,9,272.7,3,Active,,,0,West,Retail Banking Group,Mumbai,Maharashtra,Maharashtra,Karnataka,0,0.67,48.51,Medium,9999
891092,38,DMII,1224,6.0,5,228.0,3,Active,,,5,East,Retail Banking Group,Kolkata,West Bengal,Delhi,Karnataka,0,2.57,48.22,Medium,9999
805775,38,AMI,161,4.6,2,174.8,2,Active,,,1,North,Transaction Banking,New Delhi,Gujarat,Gujarat,Karnataka,0,3.09,37.27,Low,2222
891930,51,MMII,1086,9.2,7,469.2,3,Active,,,7,West,Retail Banking Group,Mumbai,Tamil Nadu,Karnataka,Telangana,0,1.16,29.35,Low,7777
373069,35,MMI,742,2.8,6,98.0,3,Active,,,6,North,Credit,New Delhi,Tamil Nadu,Uttar Pradesh,Tamil Nadu,0,0.95,22.33,Low,3333
142537,32,MMI,1111,0.2,6,6.4,3,Active,,,6,West,Retail Banking Group,Mumbai,Tamil Nadu,West Bengal,Uttar Pradesh,0,1.09,48.19,Medium,7777
715531,25,AMI,1465,6.1,2,152.5,3,Active,,,1,West,Retail Banking Group,Mumbai,Tamil Nadu,Maharashtra,Delhi,0,11.14,46.12,Medium,9999
539820,35,DMII,1642,2.5,5,87.5,3,Active,,,5,South,Retail Banking Group,Chennai,Tamil Nadu,Karnataka,Gujarat,0,2.85,34.36,Low,4444
960168,37,AMI,302,7.0,2,259.0,3,Active,,,1,North,Credit,New Delhi,Gujarat,West Bengal,West Bengal,0,4.22,11.19,Low,1111
901983,29,MMI,1647,2.3,6,66.69999999999999,3,Active,,,6,East,Credit,Kolkata,Gujarat,Tamil Nadu,Karnataka,0,2.07,30.52,Low,2222
243838,40,ALT,365,14.8,9,592.0,3,Active,,,0,East,Wholesale Banking,Kolkata,Karnataka,West Bengal,Tamil Nadu,0,0.52,14.49,Low,1111
858198,35,AMI,1265,6.7,2,234.5,3,Active,,,1,North,Retail Banking Group,New Delhi,Delhi,Maharashtra,Tamil Nadu,0,8.93,48.19,Medium,5555
332057,43,MMI,786,5.7,6,245.1,3,Active,,,6,East,Retail Banking Group,Kolkata,Uttar Pradesh,Gujarat,West Bengal,0,1.12,34.07,Low,5555
359108,43,MMI,983,4.6,6,197.8,3,Active,,,6,East,Retail Banking Group,Kolkata,Tamil Nadu,Telangana,West Bengal,0,1.21,23.21,Low,7777
806515,57,ALT,222,10.2,9,581.4,3,Active,,,0,North,Retail Banking Group,New Delhi,Maharashtra,Gujarat,Telangana,0,0.26,22.84,Low,9999
442950,52,SO,256,0.4,1,20.8,3,Active,,,8,West,Credit,Mumbai,Uttar Pradesh,Karnataka,Maharashtra,0,2.97,41.54,Medium,9999
310181,28,DMII,1902,3.5,5,98.0,3,Active,,,5,North,Retail Banking Group,New Delhi,Gujarat,Maharashtra,West Bengal,89,4.14,99.7,High,3333
982329,31,ALT,1491,11.3,9,350.3,3,Active,,,0,West,Operations Group,Mumbai,Maharashtra,Delhi,Karnataka,0,1.12,36.58,Low,3333
772288,48,MMI,843,0.8,6,38.400000000000006,3,Active,,,6,East,Retail Banking Group,Kolkata,Maharashtra,Tamil Nadu,Karnataka,0,0.75,47.03,Medium,3333
197599,51,AMI,573,1.7,2,86.7,3,Active,,,1,East,Retail Banking Group,Kolkata,Maharashtra,Delhi,West Bengal,0,2.93,52.96,Medium,4444
594403,42,DMII,1808,5.0,5,210.0,3,Active,,,5,East,Credit,Kolkata,Karnataka,Maharashtra,Telangana,0,3.63,33.38,Low,8888
958338,32,CM,504,7.4,8,236.8,3,Active,,,3,South,Transaction Banking,Chennai,Gujarat,Maharashtra,Telangana,0,0.53,27.19,Low,6666
304849,30,ALT,536,11.5,9,345.0,3,Active,,,0,West,Retail Banking Group,Mumbai,Maharashtra,Delhi,Telangana,0,0.53,28.52,Low,8888
332189,38,MMI,762,7.6,6,288.8,3,Active,,,6,South,Retail Banking Group,Chennai,Tamil Nadu,West Bengal,Telangana,0,1.36,32.27,Low,1111
959122,55,AMI,1568,4.7,2,258.5,3,Active,,,1,South,Credit,Chennai,West Bengal,Uttar Pradesh,Gujarat,0,7.69,41.62,Medium,8888
524726,36,ALT,456,12.4,9,446.4,3,Active,,,0,North,Retail Banking Group,New Delhi,Maharashtra,Karnataka,Telangana,0,0.49,12.84,Low,4444
217105,47,SO,125,0.9,1,141.0,2,Active,,,8,South,Transaction Banking,Chennai,Karnataka,Delhi,Telangana,0,2.96,11.1,Low,1111
466940,46,CM,437,7.9,8,363.4,3,Active,,,3,North,Wholesale Banking,New Delhi,Uttar Pradesh,Uttar Pradesh,West Bengal,0,0.44,25.33,Low,8888
286919,57,ALT,452,14.2,9,809.4,3,Active,,,0,North,Retail Banking Group,New Delhi,Gujarat,West Bengal,Delhi,0,0.43,17.37,Low,4444
464366,41,AMI,1460,0.9,2,36.9,3,Active,,,1,South,Retail Banking Group,Chennai,Karnataka,Gujarat,Maharashtra,0,6.3,53.67,Medium,6666
866257,29,SO,625,0.5,1,95.7,3,Active,,,8,West,Retail Banking Group,Mumbai,Maharashtra,Uttar Pradesh,Maharashtra,0,5.33,35.08,Low,8888
918807,39,AMII,1797,6.1,3,237.9,3,Active,,,2,West,Wholesale Banking,Mumbai,Gujarat,Tamil Nadu,Telangana,8,8.52,55.62,Medium,4444
702347,34,CM,1167,6.1,8,207.4,3,Active,,,3,West,Operations Group,Mumbai,West Bengal,Telangana,Uttar Pradesh,0,0.81,48.44,Medium,3333
329091,32,DMII,252,3.4,5,108.8,3,Active,,,5,West,Operations Group,Mumbai,Maharashtra,Gujarat,Karnataka,0,1.02,17.0,Low,9999
718191,57,AMI,515,0.2,2,11.4,3,Active,,,1,West,Retail Banking Group,Mumbai,Karnataka,Uttar Pradesh,Uttar Pradesh,0,2.31,56.61,Medium,3333
563052,50,MMI,1636,5.4,6,270.0,3,Active,,,6,South,Retail Banking Group,Chennai,Delhi,Tamil Nadu,West Bengal,0,2.01,28.6,Low,9999
169397,47,AMI,665,5.1,2,239.7,3,Active,,,1,South,Retail Banking Group,Chennai,Tamil Nadu,Tamil Nadu,Maharashtra,0,4.31,39.79,Low,2222
539725,50,MMI,528,3.1,6,155.0,3,Active,,,6,East,Retail Banking Group,Kolkata,Uttar Pradesh,Telangana,Delhi,0,0.68,29.41,Low,2222
628668,42,DMI,1005,1.6,4,67.2,3,Active,,,4,West,Transaction Banking,Mumbai,Karnataka,Uttar Pradesh,Delhi,0,2.14,52.05,Medium,2222
304850,44,CM,1220,7.8,8,343.2,3,Active,,,3,South,Retail Banking Group,Chennai,Gujarat,Karnataka,Karnataka,0,0.86,42.02,Medium,6666
716509,29,MMI,915,7.1,6,205.9,3,Active,,,6,East,Credit,Kolkata,Maharashtra,Delhi,Delhi,0,1.66,35.05,Low,3333
620456,38,DMII,687,1.0,5,38.0,3,Active,,,5,West,Operations Group,Mumbai,Tamil Nadu,West Bengal,Delhi,0,1.12,27.1,Low,9999
968810,48,DMII,171,4.7,5,225.6,2,Active,,,5,North,Wholesale Banking,New Delhi,Maharashtra,Maharashtra,Maharashtra,0,0.87,35.63,Low,4444
880473,50,DMII,681,4.2,5,210.0,3,Active,,,5,East,Retail Banking Group,Kolkata,Gujarat,Telangana,Tamil Nadu,0,1.24,33.08,Low,1111
498067,39,CM,1068,7.7,8,300.3,3,Active,,,3,South,Retail Banking Group,Chennai,Maharashtra,Telangana,West Bengal,0,0.8,30.3,Low,4444
898189,32,MMII,91,6.6,7,211.2,2,Active,,,7,North,Wholesale Banking,New Delhi,Delhi,Delhi,Maharashtra,0,0.53,16.29,Low,1111
223412,56,ALT,125,10.2,9,571.1999999999999,2,Active,,,0,North,Retail Banking Group,New Delhi,Tamil Nadu,Delhi,Uttar Pradesh,0,0.24,19.14,Low,5555
545952,25,ALT,211,14.1,9,352.5,3,Active,,,0,North,Retail Banking Group,New Delhi,Tamil Nadu,Karnataka,Maharashtra,0,0.53,25.79,Low,4444
199234,48,DMI,1266,3.6,4,172.8,3,Active,,,4,East,Wholesale Banking,Kolkata,Gujarat,Delhi,Maharashtra,0,2.86,41.56,Medium,8888
894429,33,DMI,48,6.3,4,207.9,1,Active,,,4,South,Retail Banking Group,Chennai,Uttar Pradesh,Karnataka,Tamil Nadu,0,1.59,17.12,Low,8888
597505,29,DMI,322,2.4,4,69.6,3,Active,,,4,North,Wholesale Banking,New Delhi,Delhi,Delhi,Telangana,0,1.54,18.86,Low,7777
924543,54,MMII,1735,7.2,7,388.8,3,Active,,,7,West,Credit,Mumbai,Karnataka,Karnataka,Delhi,0,1.62,49.81,Medium,3333
927372,24,AMII,1378,7.1,3,170.4,3,Active,,,2,North,Retail Banking Group,New Delhi,Maharashtra,Maharashtra,Tamil Nadu,13,7.94,51.4,Medium,1111
346238,54,DMII,88,6.5,5,351.0,2,Active,,,5,North,Credit,New Delhi,West Bengal,Delhi,Gujarat,0,0.87,13.74,Low,1111
531175,30,DMI,123,6.4,4,192.0,2,Active,,,4,East,Operations Group,Kolkata,Maharashtra,West Bengal,West Bengal,0,1.76,36.67,Low,3333
633917,55,DMII,1934,6.5,5,357.5,3,Active,,,5,East,Credit,Kolkata,Maharashtra,Uttar Pradesh,West Bengal,0,3.84,32.25,Low,6666
573360,50,AMI,874,1.1,2,55.00000000000001,3,Active,,,1,South,Retail Banking Group,Chennai,Karnataka,Tamil Nadu,Telangana,0,3.61,35.76,Low,7777
102023,30,ALT,519,14.7,9,441.0,3,Active,,,0,West,Operations Group,Mumbai,Maharashtra,Tamil Nadu,Uttar Pradesh,0,0.67,21.69,Low,6666
630171,33,AMII,1189,5.4,3,178.2,3,Active,,,2,East,Retail Banking Group,Kolkata,Delhi,Uttar Pradesh,West Bengal,8,5.43,55.97,Medium,6666
215883,50,DMII,1477,0.7,5,35.0,3,Active,,,5,North,Operations Group,New Delhi,Delhi,Uttar Pradesh,Karnataka,0,1.8,38.43,Low,6666
211282,35,ALT,463,11.9,9,416.5,3,Active,,,0,South,Retail Banking Group,Chennai,Tamil Nadu,Delhi,Tamil Nadu,0,0.48,38.67,Low,3333
938941,52,DMI,1559,6.3,4,327.6,3,Active,,,4,North,Transaction Banking,New Delhi,Gujarat,Gujarat,Uttar Pradesh,0,4.25,40.85,Medium,6666
145270,44,DMI,1210,6.2,4,272.8,3,Active,,,4,North,Retail Banking Group,New Delhi,Uttar Pradesh,West Bengal,Maharashtra,0,3.52,41.02,Medium,8888
923809,33,AMI,440,5.8,2,191.4,3,Active,,,1,East,Retail Banking Group,Kolkata,West Bengal,West Bengal,Telangana,0,4.51,23.57,Low,2222
351676,47,CM,1006,7.1,8,333.7,3,Active,,,3,South,Retail Banking Group,Chennai,Maharashtra,Telangana,Karnataka,0,0.65,25.82,Low,5555
309143,47,DMI,214,2.6,4,122.2,3,Active,,,4,West,Retail Banking Group,Mumbai,Maharashtra,Delhi,Tamil Nadu,0,1.14,8.09,Low,1111
278450,46,MMII,776,9.9,7,455.4,3,Active,,,7,West,Transaction Banking,Mumbai,Karnataka,Maharashtra,Uttar Pradesh,0,1.01,25.37,Low,1111
716300,57,CM,1867,7.8,8,444.6,3,Active,,,3,East,Operations Group,Kolkata,Gujarat,Gujarat,Karnataka,0,1.23,32.65,Low,5555
545759,22,DMII,406,1.9,5,41.8,3,Active,,,5,East,Retail Banking Group,Kolkata,Delhi,Karnataka,Uttar Pradesh,0,1.17,18.19,Low,3333
120400,44,DMI,243,2.7,4,118.8,3,Active,,,4,South,Wholesale Banking,Chennai,West Bengal,Gujarat,West Bengal,0,1.22,26.54,Low,4444
730556,40,AMII,5,3.7,3,148.0,1,Active,,,2,West,Retail Banking Group,Mumbai,Tamil Nadu,Gujarat,Maharashtra,0,1.69,58.69,Medium,3333
945168,53,AMII,807,5.1,3,270.3,3,Active,,,2,West,Retail Banking Group,Mumbai,Delhi,Gujarat,Telangana,5,3.07,52.09,Medium,1111
943393,54,SO,363,1.2,1,297.0,3,Active,,,8,West,Retail Banking Group,Mumbai,Gujarat,West Bengal,Maharashtra,0,3.36,38.22,Low,1111
510987,57,CM,497,7.9,8,450.3,3,Active,,,3,North,Credit,New Delhi,Uttar Pradesh,Delhi,Gujarat,0,0.4,30.77,Low,5555
113126,33,CM,338,5.9,8,194.7,3,Active,,,3,West,Retail Banking Group,Mumbai,Tamil Nadu,Karnataka,Uttar Pradesh,0,0.41,23.27,Low,6666
992416,32,SO,865,2.0,1,64.0,3,Active,,,8,North,Retail Banking Group,New Delhi,Uttar Pradesh,Delhi,Tamil Nadu,0,6.93,42.35,Medium,3333
550379,30,MMI,22,7.0,6,210.0,1,Active,,,6,South,Wholesale Banking,Chennai,Karnataka,Telangana,Uttar Pradesh,0,0.78,16.74,Low,9999
106403,52,AMII,1400,5.1,3,265.2,3,Active,,,2,North,Retail Banking Group,New Delhi,Karnataka,Tamil Nadu,Karnataka,11,4.98,60.33,Medium,5555
425661,41,SO,1018,1.2,1,49.2,3,Active,,,8,South,Operations Group,Chennai,Maharashtra,Telangana,Telangana,0,6.61,32.42,Low,8888
142347,53,AMI,940,6.4,2,339.2,3,Active,,,1,West,Retail Banking Group,Mumbai,Uttar Pradesh,Maharashtra,Karnataka,0,5.49,36.77,Low,1111
966334,53,ALT,1594,10.3,9,545.9000000000001,3,Active,,,0,West,Retail Banking Group,Mumbai,Gujarat,Maharashtra,Gujarat,0,0.86,48.42,Medium,5555
517213,57,DMI,1721,3.2,4,182.4,3,Active,,,4,South,Transaction Banking,Chennai,West Bengal,Uttar Pradesh,Delhi,0,3.58,45.33,Medium,3333
865307,57,DMII,839,1.3,5,74.10000000000002,3,Active,,,5,East,Retail Banking Group,Kolkata,Tamil Nadu,Uttar Pradesh,Tamil Nadu,0,1.02,47.98,Medium,1111
107171,49,ALT,1159,11.6,9,568.4,3,Active,,,0,South,Operations Group,Chennai,Delhi,Maharashtra,Maharashtra,0,0.7,27.63,Low,4444
206328,23,CM,641,7.0,8,161.0,3,Active,,,3,East,Retail Banking Group,Kolkata,Gujarat,Delhi,Gujarat,0,0.65,47.79,Medium,5555
137895,50,SO,1574,1.7,1,380.0,3,Active,,,8,North,Retail Banking Group,New Delhi,Gujarat,Gujarat,Maharashtra,0,9.43,45.84,Medium,7777
950421,22,MMI,219,5.5,6,121.0,3,Active,,,6,North,Retail Banking Group,New Delhi,Karnataka,Telangana,Maharashtra,0,0.9,20.13,Low,1111
681576,51,DMI,902,7.1,4,362.1,3,Active,,,4,North,Wholesale Banking,New Delhi,Uttar Pradesh,Maharashtra,Gujarat,0,2.7,47.5,Medium,3333
860481,27,ALT,768,14.2,9,383.4,3,Active,,,0,West,Retail Banking Group,Mumbai,Maharashtra,Karnataka,Uttar Pradesh,0,0.82,34.13,Low,2222
565165,51,MMII,1437,6.2,7,316.2,3,Active,,,7,North,Transaction Banking,New Delhi,Maharashtra,Gujarat,Tamil Nadu,0,1.22,49.47,Medium,9999
809235,48,AMI,1745,0.6,2,28.8,3,Active,,,1,East,Retail Banking Group,Kolkata,Tamil Nadu,Telangana,West Bengal,0,7.07,34.41,Low,6666
859253,46,ALT,103,11.0,9,506.0,2,Active,,,0,North,Retail Banking Group,New Delhi,Karnataka,Telangana,Delhi,0,0.29,33.66,Low,3333
631998,45,AMI,1894,6.1,2,274.5,3,Active,,,1,South,Retail Banking Group,Chennai,Gujarat,Uttar Pradesh,Gujarat,0,12.18,34.19,Low,8888
326547,39,MMII,1828,8.7,7,339.3,3,Active,,,7,South,Retail Banking Group,Chennai,West Bengal,Uttar Pradesh,Tamil Nadu,0,2.37,34.78,Low,8888
423125,54,MMI,1908,3.3,6,178.2,3,Active,,,6,West,Transaction Banking,Mumbai,Karnataka,Delhi,Karnataka,0,2.02,30.46,Low,2222
724414,47,DMI,582,5.1,4,239.7,3,Active,,,4,South,Retail Banking Group,Chennai,Tamil Nadu,Uttar Pradesh,Maharashtra,0,1.87,48.39,Medium,6666
679337,37,DMI,726,4.4,4,162.8,3,Active,,,4,East,Transaction Banking,Kolkata,Tamil Nadu,Karnataka,West Bengal,0,2.26,46.16,Medium,7777
185131,33,AMII,599,3.7,3,122.1,3,Active,,,2,North,Wholesale Banking,New Delhi,Karnataka,Tamil Nadu,Telangana,17,2.98,57.77,Medium,2222
492774,33,MMI,684,1.8,6,59.4,3,Active,,,6,West,Retail Banking Group,Mumbai,Tamil Nadu,Delhi,Gujarat,0,0.86,43.79,Medium,2222
725418,49,AMII,1522,2.8,3,137.2,3,Active,,,2,North,Transaction Banking,New Delhi,Karnataka,West Bengal,Tamil Nadu,23,4.77,55.11,Medium,1111
573022,34,AMII,987,3.2,3,108.8,3,Active,,,2,North,Wholesale Banking,New Delhi,Delhi,Maharashtra,Karnataka,2,3.86,51.29,Medium,8888
467418,50,AMII,631,7.2,3,360.0,3,Active,,,2,East,Transaction Banking,Kolkata,Karnataka,Tamil Nadu,Uttar Pradesh,4,3.25,68.41,Medium,1111
660209,53,DMI,1166,1.8,4,95.4,3,Active,,,4,South,Retail Banking Group,Chennai,Uttar Pradesh,Uttar Pradesh,Tamil Nadu,0,2.16,35.04,Low,9999
616728,50,MMII,1133,9.0,7,450.0,3,Active,,,7,South,Wholesale Banking,Chennai,Karnataka,Tamil Nadu,Karnataka,0,1.2,35.04,Low,6666
231918,46,SO,1519,1.2,1,248.4,3,Active,,,8,North,Retail Banking Group,New Delhi,Tamil Nadu,Telangana,Maharashtra,0,9.14,49.86,Medium,7777
656919,23,AMII,1350,3.2,3,73.60000000000002,3,Active,,,2,West,Retail Banking Group,Mumbai,Uttar Pradesh,Uttar Pradesh,Tamil Nadu,11,5.88,59.1,Medium,7777
831142,25,ALT,1935,10.6,9,265.0,3,Active,,,0,South,Credit,Chennai,Tamil Nadu,Telangana,Maharashtra,0,1.65,49.07,Medium,3333
101688,32,CM,646,6.6,8,211.2,3,Active,,,3,West,Retail Banking Group,Mumbai,Maharashtra,Karnataka,Uttar Pradesh,0,0.56,43.57,Medium,2222
489801,52,ALT,589,13.0,9,676.0,3,Active,,,0,South,Retail Banking Group,Chennai,Maharashtra,Karnataka,Gujarat,0,0.47,53.19,Medium,9999
733490,32,DMII,680,5.4,5,172.8,3,Active,,,5,West,Credit,Mumbai,Uttar Pradesh,Delhi,Tamil Nadu,0,1.7,43.71,Medium,8888
886180,48,MMII,13,7.3,7,350.4,1,Active,,,7,East,Retail Banking Group,Kolkata,Delhi,Maharashtra,Karnataka,0,0.43,17.92,Low,7777
215714,48,DMI,1636,3.8,4,182.4,3,Active,,,4,West,Retail Banking Group,Mumbai,Maharashtra,Gujarat,Delhi,0,3.91,49.31,Medium,9999
731612,33,AMI,1700,3.1,2,102.3,3,Active,,,1,East,Retail Banking Group,Kolkata,Karnataka,Gujarat,Tamil Nadu,0,9.77,37.98,Low,4444
350668,30,CM,1493,7.6,8,228.0,3,Active,,,3,East,Retail Banking Group,Kolkata,Tamil Nadu,Gujarat,Telangana,0,1.26,44.76,Medium,4444
278072,45,MMII,1499,7.1,7,319.5,3,Active,,,7,West,Retail Banking Group,Mumbai,Maharashtra,West Bengal,Delhi,0,1.48,39.63,Low,1111
267090,48,MMII,1260,7.8,7,374.4,3,Active,,,7,East,Retail Banking Group,Kolkata,Maharashtra,Tamil Nadu,Delhi,0,1.24,43.92,Medium,8888
839134,42,DMII,1230,7.9,5,331.8,3,Active,,,5,North,Retail Banking Group,New Delhi,Delhi,Maharashtra,Gujarat,0,2.85,47.51,Medium,3333
921341,37,AMII,1367,6.7,3,247.9,3,Active,,,2,East,Operations Group,Kolkata,Uttar Pradesh,Delhi,West Bengal,72,6.55,72.93,High,7777
186222,54,DMII,879,5.4,5,291.6,3,Active,,,5,South,Operations Group,Chennai,Uttar Pradesh,Gujarat,Telangana,0,1.52,24.98,Low,2222
102106,36,ALT,866,11.6,9,417.6,3,Active,,,0,West,Retail Banking Group,Mumbai,Gujarat,Telangana,Uttar Pradesh,0,0.65,40.1,Medium,2222
263426,48,MMII,1371,6.4,7,307.2,3,Active,,,7,North,Retail Banking Group,New Delhi,Delhi,Uttar Pradesh,Tamil Nadu,0,1.22,34.05,Low,7777
312414,49,CM,1390,7.5,8,367.5,3,Active,,,3,West,Retail Banking Group,Mumbai,Karnataka,Delhi,Gujarat,0,0.9,27.67,Low,6666
812713,47,DMI,967,5.4,4,253.8,3,Active,,,4,South,Retail Banking Group,Chennai,Uttar Pradesh,Gujarat,Maharashtra,0,2.62,34.11,Low,3333
362339,52,AMI,1836,6.6,2,343.2,3,Active,,,1,South,Wholesale Banking,Chennai,Tamil Nadu,Maharashtra,Tamil Nadu,0,11.18,25.65,Low,9999
342889,34,AMII,1915,3.9,3,132.6,3,Active,,,2,South,Retail Banking Group,Chennai,Delhi,Delhi,West Bengal,78,8.41,76.07,High,6666
748756,32,CM,765,9.1,8,291.2,3,Active,,,3,East,Wholesale Banking,Kolkata,Maharashtra,Tamil Nadu,Karnataka,0,0.76,30.6,Low,6666
738327,47,DMI,1996,3.6,4,169.2,3,Active,,,4,East,Wholesale Banking,Kolkata,Tamil Nadu,Delhi,Telangana,2,5.19,33.34,Low,1111
